R1	T1_F1_P
R2	T1_F1_P
R3	T1_F1_P
R4	T1_F1_P
R5	T1_F2_N
R6	T1_F2_N
R7	T1_F2_N
R8	T1_F2_N
R9	T1_F3
R10	T1_F3
R11	T1_F3
R12	T1_F3
R13	T1_F4_P
R14	T1_F4_P
R15	T1_F4_P
R16	T1_F4_P
R17	T1_F5_N
R18	T1_F5_N
R19	T1_F5_N
R20	T1_F5_N
R21	T1_F6
R22	T1_F6
R23	T1_F6
R24	T1_F6
R25	T2_F1_P
R26	T2_F1_P
R27	T2_F1_P
R28	T2_F1_P
R29	T2_F2_N
R30	T2_F2_N
R31	T2_F2_N
R32	T2_F2_N
R33	T2_F3
R34	T2_F3
R35	T2_F3
R36	T2_F3
R37	T2_F4_P
R38	T2_F4_P
R39	T2_F4_P
R40	T2_F4_P
R41	T2_F5_N
R42	T2_F5_N
R43	T2_F5_N
R44	T2_F5_N
R45	T2_F6
R46	T2_F6
R47	T2_F6
R48	T2_F6
R49	T3_F1_P
R50	T3_F1_P
R51	T3_F1_P
R52	T3_F1_P
R53	T3_F2_N
R54	T3_F2_N
R55	T3_F2_N
R56	T3_F2_N
R57	T3_F3
R58	T3_F3
R59	T3_F3
R60	T3_F3
R61	T3_F4_P
R62	T3_F4_P
R63	T3_F4_P
R64	T3_F4_P
R65	T3_F5_N
R66	T3_F5_N
R67	T3_F5_N
R68	T3_F5_N
R69	T3_F6
R70	T3_F6
R71	T3_F6
R72	T3_F6
